Question,Answer
Thị trường mục tiêu là gì?,"Cá nhân (đơn lẻ hoặc chung). Hộ kinh doanh cá thể. Công ty hợp danh. Công ty trách nhiệm hữu hạn đại chúng và tư nhân. Tổ chức chính phủ, tập đoàn. Câu lạc bộ, hội, hiệp hội. Tổ chức phi chính phủ (NGO)/Tổ chức phi lợi nhuận (NPO)/Tổ chức từ thiện."
Loại Tài khoản của NUST Freelancer Digital Account là gì? Là Tài khoản Vãng lai hay Tiết kiệm?,"NUST Freelancer Digital Account cung cấp Tài khoản Vãng lai bằng PKR & FCY (USD, GBP, EUR, AED)."
Có phí thanh toán trễ không?,"1.000 Rs./kỳ. Trong trường hợp trả trễ, lãi suất thương mại sẽ được áp dụng trên số tiền gốc còn nợ."
Công suất cho phép theo Tài chính NUST Ujala?,"i. Doanh nghiệp: Doanh nghiệp siêu nhỏ (SE) từ 10 KW đến 200KW, Doanh nghiệp nhỏ (ME) từ 30 KW đến 500KW. ii. Người vay cá nhân: từ 5 KW đến 30KW. iii. Nhân viên NUST: tối đa 30 KW. iv. Nhà cung cấp/Nhà bán: từ 30 KW đến 500KW."
Tôi sẽ nhận được cập nhật về Đơn đăng ký Vay Mua Nhà như thế nào?,Đội ngũ nhân viên Kinh doanh/ Tiếp thị của chúng tôi rất hỗ trợ và luôn sẵn sàng phục vụ quý khách. Quý khách cũng có thể đến thăm/gọi điện hoặc gửi email đến (các) trung tâm Dịch vụ Khách hàng của chúng tôi. Địa chỉ email: CustomerServices@nustbank.com.pk.
NUST Home Remittance là gì?,"NUST Home Remittance là một dịch vụ do Ngân hàng NUST cung cấp, cho phép cá nhân gửi và nhận kiều hối từ nước ngoài, mang lại một phương thức an toàn và thuận tiện thông qua các kênh ngân hàng."
Có hạn ngạch nào dành cho phụ nữ không?,25% khoản vay sẽ dành cho các con nợ là nữ giới.
Phí xử lý hồ sơ là bao nhiêu?,Phí xử lý sẽ được tính theo Biểu phí hiện hành của Ngân hàng (SOC).
Có hạn ngạch nào dành cho phụ nữ không?,25% khoản vay sẽ dành cho các nữ con vay.
Có giới hạn nào đối với chi tiêu quốc tế không?,"Theo chỉ thị của Ngân hàng Nhà nước (SBP) có hiệu lực từ ngày 1 tháng 11 năm 2022, giới hạn tối đa hàng năm trên toàn ngành là 30.000 USD/người đối với các giao dịch xuyên biên giới qua thẻ (thẻ ghi nợ/thẻ tín dụng và thẻ ảo). Trách nhiệm chính thuộc về khách hàng để đảm bảo rằng giới hạn hàng năm của mình không bị vượt quá bất cứ lúc nào. Để tránh bất kỳ sự bất tiện nào, Quý khách được đề nghị vui lòng hạn chế chi tiêu quốc tế trong giới hạn đã quy định. Các khoản thanh toán thương mại xuyên biên giới qua thẻ phát hành cho cá nhân là không được phép. Lưu ý: Ngân hàng NUST có quyền từ chối bất kỳ đơn đăng ký nào theo tiêu chí của Ngân hàng."
NUST cung cấp những loại sản phẩm Tài chính Nhà ở nào?,"Mua Nhà/ Căn hộ/ Chung cư/ Đơn vị Nhà ở, Mua Lô đất (+) cộng với Xây dựng, Xây dựng Nhà/ Đơn vị Nhà ở trên lô đất ở đã sở hữu, Cải tạo Nhà/ Căn hộ/ Chung cư/ Đơn vị Nhà ở, Mở rộng/ Cải thiện, Dịch vụ Chuyển nhượng Số dư (BTF) đối với khoản tài chính hiện có của người vay từ các ngân hàng/Tổ chức Tài chính Phát triển (DFIs) khác. Lưu ý: Tài chính nhà ở sẽ không được cho phép chỉ để mua đất/ lô đất."
Có hạn ngạch nào dành cho phụ nữ không?,25% khoản vay sẽ dành cho các nữ doanh nhân.
Tài sản đảm bảo cho khoản vay là gì?,Xe ô tô được tài trợ sẽ là tài sản đảm bảo cho khoản vay và sẽ được thế chấp cho Ngân hàng NUST.
Có độ tuổi tối thiểu nào để được nhận tài trợ trong PMYB & ALS và có yêu cầu trình độ/kinh nghiệm bắt buộc nào không?,"Tất cả công dân Pakistan từ 21 đến 45 tuổi đều đủ điều kiện nộp đơn, tuy nhiên đối với các doanh nghiệp liên quan đến CNTT/Thương mại điện tử, độ tuổi tối thiểu sẽ là 18 tuổi (yêu cầu ít nhất phải tốt nghiệp trung học cơ sở hoặc có trình độ học vấn tương đương)."
Ai có thể mở Tài khoản Roshan Digital?,"Người Pakistan không cư trú (NRP), Thành viên OPF, Người nước ngoài có Thẻ gốc Pakistan (POC), Công dân Pakistan đã khai báo tài sản ở nước ngoài, Nhân viên & Quan chức Chính phủ đang công tác ở nước ngoài."
Điều gì xảy ra nếu tôi không thực hiện được nghĩa vụ thanh toán?,"Trong trường hợp quá hạn/vỡ nợ, bộ phận thu hồi của NUST sẽ liên hệ với bạn, thông tin khoản vay của bạn sẽ được báo cáo cho Cục Tín dụng. Phí thanh toán chậm sẽ được áp dụng theo biểu phí hiện hành. Ngân hàng cũng có thể khởi kiện pháp lý."
Vui lòng cho tôi biết về số dư tối thiểu hàng tháng được yêu cầu?,Không yêu cầu tiền gửi ban đầu. 25.000 Rs/- (Số dư trung bình hàng tháng).
Các tiện ích miễn phí được cung cấp với Tài khoản Vãng lai NUST Value Plus là gì?,Sổ Séc (không giới hạn). Thẻ Ghi nợ (Chiếc đầu tiên miễn phí). 2 Thẻ Ghi nợ bổ sung. Sao kê Tài khoản trùng lặp. Tiện ích Chuyển tiền Trực tuyến. Tiện ích cảnh báo SMS miễn phí cho Giao dịch Kỹ thuật số. Sao kê Điện tử & Ngân hàng Trực tuyến miễn phí. Gửi/Rút tiền mặt Trực tuyến Liên chi nhánh miễn phí (Chuyển khoản Trực tuyến). Chuyển khoản Nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản Trực tuyến). Phát hành Séc Ngân hàng miễn phí.
Lãi suất cho Tài khoản Tiết kiệm NUST Maximiser là bao nhiêu?,"Chi trả lợi nhuận: Hàng tháng. Lãi suất: 0,19."
Tỷ lệ lợi nhuận cho tiền gửi có kỳ hạn bằng ngoại tệ là bao nhiêu?,"Tỷ lệ Lợi nhuận cho USD: 0,0025, GBP: 0,0025, EUR: 0."
Tài sản đảm bảo cho khoản vay là gì?,Xe được tài trợ sẽ là tài sản đảm bảo cho khoản vay và sẽ được thế chấp cho Ngân hàng NUST.
Tôi có thể gộp thu nhập của Người vay cùng không?,Có. Việc gộp thu nhập của Người vay cùng có thể được chấp nhận trong trường hợp là vợ/chồng/con cái/cha mẹ/con gái chưa lập gia đình/anh chị em ruột.
Các dịch vụ miễn phí được cung cấp trên Tài khoản Vãng lai NUST Sahar Asaan là gì?,"Gửi/Rút tiền mặt trực tuyến miễn phí giữa các chi nhánh (Trực tuyến), Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản trực tuyến), Phát hành Séc ngân hàng miễn phí, Ngân hàng trực tuyến I-Net miễn phí, Bản sao kê điện tử miễn phí, Cảnh báo SMS miễn phí cho các giao dịch kỹ thuật số."
Phí xử lý cho NUST Mortgage Finance là bao nhiêu?,Phí xử lý sẽ theo Biểu phí hiện hành của Ngân hàng (SOC).
Ai có thể đăng ký Tài chính NUST Ujala?,1. Tài trợ SE/ME 2. Tài trợ cho Nhà cung cấp/Nhà phân phối 3. Tài trợ cho Nhân viên NUST 4. Tài trợ cho Ứng viên trong nước (dành riêng cho nhân viên thuộc khu vực doanh nghiệp/chính phủ)
Thời hạn tài trợ là bao lâu?,Thời hạn vay tối thiểu là 3 năm và tối đa là 25 năm.
Phí xử lý cho Đơn xin Tài chính của NUST Sahar là bao nhiêu?,Lên đến 0.70 triệu Rupee: 2000 Rupee (Không hoàn lại). Trên 0.70 triệu và lên đến 5 triệu Rupee: 3000 Rupee (Không hoàn lại).
Thuế Zakat và WHT có áp dụng cho Tài khoản Roshan Digital không?,Thuế Zakat và WHT trên lợi nhuận không áp dụng cho tài khoản RDA.
Thị trường mục tiêu là gì?,"Cá nhân có giá trị ròng cao (đơn lẻ hoặc chung), Doanh nghiệp Tư nhân, Công ty Hợp danh, Công ty Trách nhiệm hữu hạn Công khai và Tư nhân, Tổ chức Chính phủ, Tập đoàn, Câu lạc bộ, Hội, Hiệp hội, Tổ chức phi chính phủ (NGO)."
Tài khoản Roshan Digital có yêu cầu số dư tối thiểu không?,Không yêu cầu tiền gửi ban đầu. Không yêu cầu số dư tối thiểu.
Những tài liệu nào được yêu cầu để mở Tài khoản Little Champs?,"• Bản sao Giấy khai sinh (Form-B), Giấy khai sinh, hoặc Thẻ học sinh (tùy theo trường hợp) của trẻ vị thành niên
• Bản sao của một trong các giấy tờ tùy thân hợp lệ sau đây của người giám hộ:
  1. Thẻ căn cước công dân điện tử (CNIC) do NADRA cấp
  2. Thẻ căn cước cho người Pakistan ở nước ngoài (NICOP) do NADRA cấp
  3. Thẻ gốc Pakistan (POC) do NADRA cấp
  4. Thẻ đăng ký người nước ngoài (ARC) do Cục Đăng ký Người nước ngoài Quốc gia (NARA), Bộ Nội vụ cấp (chỉ dành cho tài khoản nội tệ)
  5. Hộ chiếu có thị thực hợp lệ, hoặc bất kỳ giấy tờ chứng minh cư trú hợp pháp nào khác kèm theo hộ chiếu (chỉ dành cho cá nhân người nước ngoài)
  6. Nguồn thu nhập của người giám hộ."
Bản chất của hình thức tài trợ được cung cấp theo Tài trợ Doanh nghiệp Ask Fauri là gì?,"AFBF-1: Tài trợ lưu động, AFBF-2: Khoản vay có kỳ hạn, AFBF-3: Thư bảo lãnh, AFBF-4: Thư tín dụng - Trả ngay / Kỳ hạn."
Thời hạn tối đa cho Khoản vay NUST Ujala là bao lâu?,"i. Người vay SE/ME: 05 năm, bao gồm thời gian ân hạn 03 tháng. ii. Trong nước: 05 năm bao gồm thời gian ân hạn 03 tháng. iii. Nhân viên NUST: 10 năm hoặc theo thời gian công tác còn lại (tùy theo điều kiện nào ngắn hơn), bao gồm thời gian ân hạn 03 tháng. iv. Nhà cung cấp/Nhà cung ứng: 05 năm bao gồm thời gian ân hạn 06 tháng."
Tỷ lệ lợi nhuận cho tài khoản tiết kiệm ngoại tệ là bao nhiêu?,"Tỷ lệ lợi nhuận cho USD: 0,0025, GBP: 0,0025, EUR: 0."
Có lợi ích nào khác khi mở Tài khoản Chuyển tiền PakWatan không?,"• Miễn thuế WHT (thuế khấu trừ tại nguồn) khi rút tiền mặt từ các khoản kiều hối nhận được từ nước ngoài. • Khách hàng cũng có thể đủ điều kiện nhận Tài chính Cá nhân, Thẻ Tín dụng và Tài chính Ô tô sau sáu tháng duy trì Tài khoản Chuyển tiền PakWatan, tùy thuộc vào các tiêu chí đủ điều kiện của ngân hàng."
Các khoản phí dịch vụ/tài liệu/pháp lý trong Tài chính Xay xát Bột mì NUST là bao nhiêu?,Theo thực tế.
Thông tin Quan trọng Khác về Các Gói Bảo hiểm Nhân thọ NUST,"• Gói Munafa Mehfooz là gói kỳ hạn 5 năm với mức Phân bổ Cao trong năm đầu tiên và thưởng trung thành trả trước 20% vào năm đầu tiên. • Trong trường hợp chấm dứt hợp đồng Gói Munafa Mehfooz sớm, giá trị khoản thưởng trung thành trả trước sẽ được khấu trừ khỏi giá trị tiền mặt của hợp đồng. • Trong trường hợp tử vong, Giá trị Tiền mặt hoặc Số tiền Bảo đảm (tùy theo giá trị nào cao hơn) sẽ được thanh toán cho người được chỉ định. • Có các chế độ Thanh toán Phí Bảo hiểm Hàng năm / Nửa năm / Theo quý tùy theo sự thuận tiện của khách hàng. • Tăng trưởng của hợp đồng phụ thuộc vào tăng trưởng của Quỹ Tương hỗ Liên kết. • Các Khiếu nại Tử vong sẽ được NUST Life xử lý, với điều kiện hoàn tất các tài liệu cần thiết và đủ điều kiện nếu trạng thái hợp đồng chỉ ở chế độ Đang hiệu lực/Đã phục hồi."
Có độ tuổi tối thiểu nào để được tài trợ tại NUST Ujala Finance không?,Tài trợ SE/ME: Từ 25-55 tuổi tại thời điểm nộp đơn. (Một thành viên/giám đốc bất kỳ phải đáp ứng tiêu chí về tuổi). Nhà cung cấp/Nhà bán lẻ: Từ 25-55 tuổi tại thời điểm nộp đơn. (Một thành viên/giám đốc bất kỳ phải đáp ứng tiêu chí về tuổi). Tài trợ cho Nhân viên NUST: Không giới hạn độ tuổi. Tài trợ cho Ứng viên Nội địa: Từ 25-55 tuổi tại thời điểm nộp đơn. (Một người vay hoặc người đồng vay bất kỳ phải đáp ứng tiêu chí)
Thời gian xử lý hồ sơ vay vốn là bao lâu?,"Thời gian xử lý để phê duyệt khoản vay là khoảng 11 ngày làm việc, tùy thuộc vào việc hồ sơ ứng viên có đầy đủ các tài liệu/thủ tục theo yêu cầu hay không."
NUST Sahar Finance có thể được sử dụng cho những mục đích nào?,"i. Mở rộng kinh doanh hiện có ii. Thành lập doanh nghiệp mới iii. Mua cổ phiếu/ Nhu cầu vốn lưu động, v.v."
Độ tuổi tối thiểu để đăng ký Thẻ tín dụng NUST Mastercard là bao nhiêu?,"Tối thiểu 21 tuổi và là cư dân Pakistan, có thể đăng ký Thẻ tín dụng NUST MasterCard."
Các tính năng chính của Tài khoản Tiết kiệm NUST Maximiser là gì?,"- Chi trả lợi nhuận hấp dẫn theo cơ sở hàng tháng, hàng quý, nửa năm và hàng năm. - Yêu cầu số dư trung bình tối thiểu hàng tháng là 100.000 Rs. - Phát hành Thẻ ghi nợ dựa trên chip và Sổ séc theo SOC hiện hành."
Thông tin Quan trọng Khác về Các Gói Bảo hiểm Nhân thọ NUST,"• Gói Munafa Mehfooz là gói kỳ hạn 5 năm với mức phân bổ cao trong năm đầu tiên và thưởng trung thành trả trước 20% vào năm đầu tiên. • Trong trường hợp chấm dứt Gói Munafa Mehfooz sớm, giá trị khoản thưởng trung thành trả trước sẽ được khấu trừ khỏi giá trị tiền mặt của hợp đồng. • Trong trường hợp tử vong, Giá trị Tiền mặt hoặc Số tiền Bảo đảm (tùy theo giá trị nào cao hơn) sẽ được thanh toán cho người được chỉ định. • Các chế độ Thanh toán Phí Bảo hiểm Hàng năm / Nửa năm / Quý có sẵn theo sự thuận tiện của khách hàng. • Tăng trưởng của hợp đồng phụ thuộc vào tăng trưởng của Quỹ Tương hỗ Liên kết. • Các Khiếu nại Tử vong sẽ được NUST Life xử lý, với điều kiện hoàn tất các tài liệu cần thiết và đủ điều kiện nếu tình trạng hợp đồng chỉ ở trạng thái Đang hiệu lực/Đã phục hồi."
Tôi có thể theo dõi tình trạng chuyển tiền trực tuyến không?,"Có, bạn có thể xem tình trạng chuyển tiền của mình trực tuyến thông qua Công cụ Theo dõi Chuyển tiền NUST bằng liên kết sau https://NUSTbank.com/services/alternate-delivery-channels/home-remittance-tracking/"
Tần suất trả nợ tại NUST Imarat Finance là gì?,Hàng tháng/Hàng quý.
Tài khoản Chuyển tiền Kỹ thuật số Asaan của NUST là gì?,"Tài khoản Chuyển tiền Kỹ thuật số Asaan của NUST là một tài khoản chuyên biệt được thiết kế để hỗ trợ việc nhận và chuyển tiền kiều hối kỹ thuật số, mang lại giao dịch liền mạch và truy cập dễ dàng."
Có yêu cầu về thời gian hoạt động tối thiểu của doanh nghiệp không?,Doanh nghiệp hiện hữu phải là doanh nghiệp do phụ nữ làm chủ với thời gian đăng ký kinh doanh tối thiểu 01 năm. Doanh nghiệp mới thành lập: Không yêu cầu.
Tài khoản NUST Maximiser là gì?,"Tài khoản NUST Maximiser là một tài khoản tiền gửi mang lại lợi nhuận cao hơn với tính linh hoạt trong việc truy cập dễ dàng vào các khoản tiền, nhằm mục đích tối đa hóa tiết kiệm cho chủ tài khoản."
Tỷ lệ lợi nhuận cho Tài khoản Tiết kiệm NUST là bao nhiêu?,"Thanh toán lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0,19."
Hạn mức cho vay của Tài chính NUST Sahar là gì?,Kinh doanh mới: Khoản vay tối đa 3.00 triệu Rs. Kinh doanh hiện có: Khoản vay tối đa 5.00 triệu Rs.
Phí xử lý cho PMYB & ALS là bao nhiêu?,100 Rs
Thị trường mục tiêu là gì?,"Cá nhân (đơn lẻ hoặc chung). Hộ kinh doanh cá thể. Công ty hợp danh. Công ty trách nhiệm hữu hạn công khai và tư nhân. Tổ chức Chính phủ, Tập đoàn. Câu lạc bộ, Hội, Hiệp hội. Tổ chức phi chính phủ (NGO)/Tổ chức phi lợi nhuận (NPO)/Tổ chức từ thiện."
Có bất kỳ khoản phí ẩn nào không?,"Không có bất kỳ khoản phí ẩn nào. Tất cả các khoản phí đều được nêu rõ trong Biểu phí của chúng tôi, có sẵn trên trang web và tại tất cả các chi nhánh của Ngân hàng NUST."
Tỷ lệ đánh dấu hiện tại của Tài chính NUST Imarat là bao nhiêu?,Doanh nghiệp vừa và nhỏ (SME) thông thường: Tỷ lệ cho người dùng cuối: 12MK+4% mỗi năm (được xem xét hàng năm). Doanh nghiệp vừa và nhỏ (SME) được Hỗ trợ bởi Lực lượng Vũ trang: Tỷ lệ cho người dùng cuối: 12MK+2.5% mỗi năm (được xem xét hàng năm).
Có bao nhiêu Kế hoạch Bảo hiểm EFU có sẵn?,"o Kế hoạch Tiết kiệm và Bảo vệ EFU – Kế hoạch Bảo vệ Trọn đời và Tiết kiệm – 18K
o Kế hoạch Giáo dục và Hôn nhân EFU – Kế hoạch Thời hạn Có hạn (Quyền lợi Tiếp tục) – 18K
o Kế hoạch Hưu trí EFU – Tiết kiệm & Bảo vệ – 18K
o Kế hoạch Phí bảo hiểm Đơn lần EFU – Kế hoạch Đầu tư Phí bảo hiểm Một lần – 100K
o Kế hoạch Tăng trưởng Mạnh mẽ EFU – Kế hoạch Đầu tư & Tiết kiệm với Phân bổ Cao – 250K"
Ngân hàng NUST có cung cấp tài khoản nào mang lại lợi nhuận hấp dẫn cho khoản tiết kiệm của tôi không?,Tài khoản Tiền gửi Đặc biệt NUST (ASDA) được thiết kế đặc biệt cho khách hàng có số dư lớn để đáp ứng nhu cầu giao dịch và tiết kiệm của họ.
Các khoản phí dịch vụ/tài liệu/pháp lý trong Ask Fauri Business Finance là gì?,Theo thực tế.
"Tôi muốn mở tài khoản cùng con trai, ngân hàng có sản phẩm nào dành cho trẻ em không?","Có, sản phẩm của chúng tôi là Tài Khoản Little Champs. Tài khoản này được thiết kế đặc biệt dành cho trẻ vị thành niên (dưới 18 tuổi). Trẻ em cần sự hỗ trợ của cha mẹ hoặc người giám hộ hợp pháp để mở tài khoản này và sử dụng các tiện ích đi kèm. Little Champs sẽ được nhận Thẻ Ghi nợ và sổ séc, miễn phí cho lần đầu tiên."
Các loại phương tiện nào được cung cấp theo Tài chính Ô tô NUST?,• Xe lắp ráp/sản xuất trong nước. • Xe mới/xe đã qua sử dụng. • Xe thương mại hoặc xe sử dụng cho mục đích thương mại không được tài trợ.
Thời hạn tài chính là bao lâu?,Thẻ tín dụng NUST là một dịch vụ thường trực và có thể gia hạn sau khi thẻ tín dụng hết hạn.
Bancassurance được cung cấp bởi ba công ty cung cấp bảo hiểm sau:,· Công ty TNHH Bảo hiểm Nhân thọ NUST · Công ty TNHH Bảo hiểm Nhân thọ EFU · Công ty TNHH Bảo hiểm Nhân thọ Jubilee
PMYB & ALS được cung cấp cho những mục đích nào?,• Để bắt đầu kinh doanh mới • Để mở rộng kinh doanh hiện có
Độ tuổi tối thiểu để đăng ký Tài chính Thế chấp NUST là bao nhiêu?,"Người hưởng lương: 21 tuổi, Tự kinh doanh/Chuyên gia tự do: 23 tuổi."
Tiêu chí thu nhập tối thiểu hàng tháng là gì?,"Người hưởng lương: Cố định 50.000 Rs/-, Hợp đồng 60.000 Rs/-, Nhân viên Chính phủ Hợp đồng 75.000 Rs/-; Lực lượng Vũ trang: 25.000 Rs/-."
Tôi nhận được những lợi ích nào khác khi sử dụng VPBA?,Xử lý Tài trợ nhanh chóng. Giải pháp Xử lý Lương được Tùy chỉnh & Quản lý Tiền mặt (ACMS). Bảo hiểm Rút Tiền Mặt ATM.
Tỷ lệ Mark-up hiện tại của Tài chính Nhà máy Bột mì NUST là bao nhiêu?,"Tài chính Tiền mặt: KIBOR trung bình 3 tháng + 3% mỗi năm. Tài chính Hoạt động: KIBOR trung bình 3 tháng + 3,5% mỗi năm (Được xem xét/điều chỉnh hàng quý)."
Ai có thể đăng ký Tài chính Cá nhân NUST?,"1. Sĩ quan Lực lượng Vũ trang: Nhân viên đang tại ngũ, nhân viên đã nghỉ hưu. 2. Hạ sĩ quan/Cấp bậc tương đương & Thấp hơn: Nhân viên đang tại ngũ, nhân viên đã nghỉ hưu. 3. Lực lượng Vũ trang Đồng minh (SPD & các đơn vị liên kết) và Dân sự (tại GHQ/NHQ & AHQ): Nhân viên đang làm việc (Nhân viên Biên chế & Hợp đồng). 4. Tập đoàn Fauji Foundation: Nhân viên biên chế, nhân viên hợp đồng. 5. Cá nhân hưởng lương: Nhân viên biên chế, nhân viên hợp đồng. 6. Cơ quan Chính phủ / Bán Chính phủ / Tự chủ: Nhân viên biên chế, nhân viên hợp đồng, nhân viên đã nghỉ hưu. 7. Nhân viên NUST (được quản lý theo Chính sách Nhân sự)."
NUST Sahar Finance có thể được sử dụng cho những mục đích nào?,"i. Mở rộng kinh doanh hiện có ii. Thành lập doanh nghiệp mới iii. Mua cổ phiếu/ Nhu cầu vốn lưu động, v.v."
Có giới hạn nào về số tiền nhận được thông qua Dịch vụ Chuyển tiền Quốc tế của NUST không?,"Dưới đây là các giới hạn áp dụng:
• Tài khoản NUST - Không giới hạn
• Tài khoản ngân hàng khác - Không giới hạn
• Giao dịch Rút tiền mặt tại quầy (CoC) - Tối đa 1.000.000 PKR cho mỗi giao dịch và không giới hạn số lượng giao dịch Western Union COC"
Tôi nhận được những lợi ích nào khác khi sử dụng VPBA?,Xử lý Tài trợ nhanh chóng. Giải pháp Xử lý Lương được Tùy chỉnh & Quản lý Tiền mặt (ACMS). Bảo hiểm Rút Tiền Mặt ATM.
Tài khoản Tiền gửi Đặc biệt NUST (NSDA) là gì?,"Tài khoản Tiền gửi Đặc biệt NUST (NSDA) là một tài khoản tiết kiệm cung cấp các lợi ích đặc biệt, với lãi suất cạnh tranh và kỳ hạn linh hoạt được thiết kế để đáp ứng các mục tiêu tài chính cụ thể của khách hàng."
Tôi có thể mua hợp đồng Bancassurance từ tài khoản của mình được duy trì tại Ngân hàng NUST không?,"Có, mọi khách hàng đủ 18 tuổi và có tài khoản tại Ngân hàng NUST đều đủ điều kiện để mua hợp đồng Bancassurance từ tài khoản của họ."
Các tính năng chính của Chính sách Bảo hiểm Nhân thọ NUST Life Bancassurance là gì?,"• Bảo vệ Gia đình ngắn hạn và Tiết kiệm dài hạn. • Số tiền Bảo hiểm Tối thiểu = 18.000, Không có Giới hạn Tối đa đối với gói Munafa Mehfooz, Phí Bảo hiểm Tối thiểu = 50.000. • Thời hạn Tối thiểu & Tối đa của Gói NUST Life Munafa Mehfooz = 5 Năm. • Thời hạn Chính sách Tối thiểu của Gói NUST Life Value = 10 Năm. • Các quyền lợi bổ sung cũng có sẵn với chi phí (Sản phẩm bổ trợ và bảo hiểm tử kỳ bổ sung). • NUST Life cung cấp các gói khác nhau cho khách hàng theo nhu cầu và yêu cầu."
Loại tài khoản của Tài khoản Số Asaan NUST là gì? Là tài khoản Vãng lai hay Tiết kiệm?,Tài khoản Số Asaan NUST là một Tài khoản Vãng lai bằng đồng tiền PKR.
Người Pakistan ở nước ngoài có thể nhận được dịch vụ Tài chính Nhà ở từ NUST không?,"Có. Tuy nhiên, họ có thể đăng ký với tư cách là Người vay cùng với thu nhập có thể xác minh được. Người vay chính từ Pakistan cũng phải đáp ứng các tiêu chí cơ bản bắt buộc cho MF."
Các dịch vụ miễn phí được cung cấp trên Tài khoản Tiết kiệm NUST Sahar là gì?,"Phát hành Thẻ Ghi nợ đầu tiên, Cảnh báo SMS cho Giao dịch Kỹ thuật số, Ngân hàng I-Net, Chuyển Khoản Nội bộ trong NUST qua chi nhánh (Chuyển khoản Trực tuyến), Rút/Gửi Tiền Mặt Trực tuyến Liên chi nhánh (Trực tuyến), Dịch vụ Sao kê Điện tử, Giao thẻ ghi nợ và séc đến địa chỉ khách hàng & kích hoạt qua Trung tâm Liên hệ. Các khoản phí phát sinh/Phí hàng năm sau đó sẽ theo Biểu phí hiện hành."
Có độ tuổi tối thiểu nào để được hỗ trợ tài chính tại NUST Imarat Finance không?,"Kinh doanh mới: Tối thiểu 30 tuổi tại thời điểm nộp đơn, tuy nhiên độ tuổi không được vượt quá 60 tuổi khi khoản vay đáo hạn. Kinh doanh hiện có: Tối thiểu 30 tuổi tại thời điểm nộp đơn, tuy nhiên độ tuổi không được vượt quá 65 tuổi khi khoản vay đáo hạn."
Có cho phép ghi có nội địa trong Tài khoản Chuyển tiền PakWatan không?,Ghi có nội địa cũng được cho phép trong Tài khoản Chuyển tiền PakWatan.
Các Thông Tin Quan Trọng Khác về Kế hoạch Bảo hiểm Nhân thọ Jubilee,"- Chỉ có Kế hoạch Giáo dục và Hôn nhân là các kế hoạch Có thời hạn với Quyền lợi Tiếp tục (trong trường hợp tử vong, khoản thanh toán sẽ được thực hiện khi đáo hạn).
- Trong trường hợp tử vong, Giá trị Tiền mặt hoặc Số tiền Bảo đảm, tùy theo giá trị nào cao hơn, sẽ được chi trả.
- Các chế độ Thanh toán Phí định kỳ Hàng năm / Nửa năm / Quý có sẵn theo sự thuận tiện của khách hàng.
- Sự tăng trưởng của hợp đồng phụ thuộc vào mức tăng trưởng giá thị trường của các đơn vị Quỹ tương hỗ liên kết (Nhiều lựa chọn quỹ có sẵn từ JLI).
- Các khiếu nại tử vong sẽ được Jubilee Life xử lý, với điều kiện hoàn tất các tài liệu yêu cầu và hợp đồng phải ở trạng thái Đang hoạt động, Đang hiệu lực hoặc Đã phục hồi hiệu lực."
Thời gian xử lý hồ sơ là bao lâu?,"Thời gian xử lý của Mortgage Finance là 30 ngày kể từ khi đăng nhập cho đến khi được chấp thuận, với điều kiện hồ sơ đầy đủ và kèm theo các tài liệu cần thiết."
Yêu cầu số dư tối thiểu cho Tài khoản Tiền gửi Đặc biệt của NUST là gì?,Không yêu cầu số dư trung bình tối thiểu hàng tháng. Không yêu cầu số dư mở tài khoản tối thiểu.
Giờ làm việc ngân hàng của NUST để sử dụng dịch vụ chuyển tiền kiều hối từ các chi nhánh NUST là khi nào?,"Khách hàng có thể sử dụng dịch vụ chuyển tiền kiều hối từ các chi nhánh nội địa của NUST trong giờ làm việc thông thường:
• Thứ Hai đến Thứ Năm: 09:00 sáng đến 05:00 chiều
• Thứ Sáu: 09:00 sáng đến 05:30 chiều
• Thứ Bảy: 09:00 sáng đến 01:30 chiều (thông qua các chi nhánh được chọn)"
Có bất kỳ khoản phí thanh lý hợp đồng trước hạn / phí trả trước một phần lớn không?,Không.
Người nộp đơn có thể vay tín chấp tại NUST Sahar Finance không?,Có thể vay tối đa 0.70 triệu Rupee với sự bảo lãnh của cá nhân và bên thứ ba.
Tôi có thể mua bảo hiểm Bancassurance từ tài khoản của mình tại Ngân hàng NUST không?,"Có, mọi khách hàng đủ 18 tuổi và có tài khoản tại Ngân hàng NUST đều đủ điều kiện mua bảo hiểm Bancassurance từ tài khoản của mình."
Ai có thể mở Tài khoản Chuyển tiền Pak Wattan?,Người nhận chuyển tiền hợp pháp (PRI) có thể mở tài khoản này.
Các dịch vụ miễn phí được cung cấp trên Tài khoản Vãng lai NUST Sahar Asaan là gì?,"Gửi/Rút tiền mặt trực tuyến miễn phí liên chi nhánh (Trực tuyến), Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản trực tuyến), Phát hành Séc Ngân hàng miễn phí, Ngân hàng trực tuyến I-Net miễn phí, Bảng sao kê điện tử miễn phí, Cảnh báo SMS miễn phí cho các giao dịch kỹ thuật số."
