,instruction,input,output
102,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the PakWatan Remittance Account?,"PakWatan Remittance Account is a specialized account designed to facilitate the receipt of home remittances sent to Pakistan, providing easy and fast access to funds for remittance recipients."
103,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the main features of these EFU Insurance Plans?," - 14 Days Free Look Period start from the day customer received Policy Documents.
 - Unit Link growth system (EFU allocate Mutual fund units to customer, policy growth depends on the unit rate growth just like share Market)
 - NUST bank is only acting as a Corporate Sales Agent. It’s an Insurance plan not to be considered as any Account or Term deposit which has annual Fixed Returns.
 - In case of early termination, only Cash Value of policy will be payable to customer (current market rate of Mutual funds units will be reimbursed)
 - Cancellation of policy and full refund option is available if policy documents returned during Free Look Period i.e. 14 days of receipt of documents
 - Cash Values of policy may differ from the tentative returns provided on illustration document (illustration document is only for information)"
104,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering any account specifically for Women?,Yes! NUST Bank offers NUST Sahar Account. Female Individual Resident Pakistanis can open the account offered under NUST Sahar Banking.
105,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Value Premium Business Account (VPBA)?,Value Premium Business Account (VPBA) is a high-tier business account designed for businesses looking for premium services and banking features to meet their operational needs.
106,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any account which provides lucrative profits on my long term savings?,"Yes, NUST Maximiser Account has been designed to fulfill your basic banking needs and provide lucrative profit on your savings."
107,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does the bank require any Equity for this scheme?,AIF 1 & AIF 2: Minimum 30% (Existing business) & Minimum 40% (New Business). AIF 3 & AIF 4: Nil for Existing business & Minimum 25% (New Business).
108,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Eligibility Criteria for NAA?,Resident Pakistani individuals who do not maintain/have any other account (single or joint) in NUST Bank Limited are eligible to open the NAA in Pak rupees as a single/joint account.
109,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Nature of loans allowed in PMYB & ALS?,• Long term / Development Loans • Working capital / Production Loans
110,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for Little Champs Account?,Profit Payment: Semi-Annually. Profit Rate: 0.19.
111,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What happens if I fail to fulfil your payment obligations?,"In case of overdue / default, recovery department of NUST will contact you, your loan related details will be reported to Credit Bureau. Late payment and cheque return charges may also be applicable as per prevailing schedule of charges. Legal proceeding may also be initiated by the Bank."
112,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the free facilities NUST is offering on NUST Sahar Current Account?,"First Cheque Book, First Debit Card Issuance, 50% Discount on first year Locker Rental (subject to locker availability), Bankers Cheque Issuance, Inter Branch Online Cash Withdrawal/Deposit (Online), Internal Fund Transfer within NUST via branch (Online Transfer), SMS Alerts on all banking Transactions, I-Net and Mobile Banking, E-statement Facility and much more. Subsequent Charges/Annual Fees would be as per prevailing Schedule of Charges."
113,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I avail more than one vehicle through Auto loan facility?,"Yes. Two vehicles can be availed simultaneously from NUST Bank, subject to Debt Burden Limitations."
114,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any late payment charges?,"Rs. 1,000/- per installment. In case of delay of installment, commercial rate will be charged on the outstanding principal amount."
115,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the Loan Limits of NUST Flour Mill Finance?,Per party (single entity) can avail up to Rs. 75M for ME and Rs. 25M for SE.
116,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there a limit to international Spending?,"As per SBP directives i.e. Nov 1, 2022 industry-wide annual maximum limit of USD 30,000/- per individual on card-based (debit/credit and virtual cards) cross-border transactions. It is the primary responsibility of a customer to ensure that his/her annual limit is not breached at any time. In order to avoid any inconvenience, you are requested to please restrict your international spending within the defined limit. Cross-border commercial payments through cards issued to individuals are not permissible. Note: NUST Bank has the right to reject any application as per Bank’s criteria."
117,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I avail Auto loan facility if I am not a Salaried Person/Businessman/Professional?,"Yes. The individual with foreign remittance, supported by Bank statement and remittance receipts can avail Auto Loan Facility."
